id,status_1,created_by,criticality,created_on,ci_number,name_1,updated_by,soft_delete_id,version,icon_name,updated_on,asset_id,color,ci_number_fx_rev,room,model,building,serial_number,manufacturer,operating_system,university_owned_,uanet_id,machine_name,warranty_type,lab_computer,date_warranty_expires,date_shipped,owned_by,building_list,accidental_damage
6834,Deployed,41301,Medium,31:31.5,6734,,41301,6834,,,31:31.5,,NULL,4376,,,,,,,FALSE,ZIEGLER,,,FALSE,NULL,NULL,,NULL,NULL
6835,Deployed,41301,Medium,31:31.5,6735,,41301,6835,,,31:31.5,,NULL,5376,,,,,,,FALSE,TESSIER,,,FALSE,NULL,NULL,,NULL,NULL
6836,Deployed,41301,Medium,31:31.5,6736,,41301,6836,,,31:31.5,,NULL,6376,,,,,,,FALSE,YP5,,,FALSE,NULL,NULL,,NULL,NULL
6837,Deployed,41301,Medium,31:31.5,6737,,41301,6837,,,31:31.5,,NULL,7376,,,,,,,FALSE,MKONOPKA,,,FALSE,NULL,NULL,,NULL,NULL
6838,Deployed,41301,Medium,31:31.5,6738,,41301,6838,,,31:31.5,,NULL,8376,,,,,,,FALSE,RKIMBER,,,FALSE,NULL,NULL,,NULL,NULL
6839,Deployed,41301,Medium,31:31.5,6739,,41301,6839,,,31:31.5,,NULL,9376,,,,,,,FALSE,NPK5,,,FALSE,NULL,NULL,,NULL,NULL
6840,Deployed,41301,Medium,31:31.5,6740,,41301,6840,,,31:31.5,,NULL,476,,,,,,,FALSE,COSSEY,,,FALSE,NULL,NULL,,NULL,NULL
6841,Deployed,41301,Medium,31:31.5,6741,,41301,6841,,,31:31.5,,NULL,1476,,,,,,,FALSE,KNM14,,,FALSE,NULL,NULL,,NULL,NULL
6842,Deployed,41301,Medium,31:31.5,6742,,41301,6842,,,31:31.5,,NULL,2476,,,,,,,FALSE,KDAHAL,,,FALSE,NULL,NULL,,NULL,NULL
6843,Deployed,41301,Medium,31:31.5,6743,,41301,6843,,,31:31.5,,NULL,3476,,,,,,,FALSE,SHARP,,,FALSE,NULL,NULL,,NULL,NULL
6844,Deployed,41301,Medium,31:31.5,6744,,41301,6844,,,31:31.5,,NULL,4476,,,,,,,FALSE,GWILSON,,,FALSE,NULL,NULL,,NULL,NULL
6845,Deployed,41301,Medium,31:31.5,6745,,41301,6845,,,31:31.5,,NULL,5476,,,,,,,FALSE,WCRISSEYJR,,,FALSE,NULL,NULL,,NULL,NULL
6846,Deployed,41301,Medium,31:31.5,6746,,41301,6846,,,31:31.5,,NULL,6476,,,,,,,FALSE,WILDER,,,FALSE,NULL,NULL,,NULL,NULL
6847,Deployed,41301,Medium,31:31.5,6747,,41301,6847,,,31:31.5,,NULL,7476,,,,,,,FALSE,SNK,,,FALSE,NULL,NULL,,NULL,NULL
6848,Deployed,41301,Medium,31:31.5,6748,,41301,6848,,,31:31.5,,NULL,8476,,,,,,,FALSE,YOUNGS,,,FALSE,NULL,NULL,,NULL,NULL
6849,Deployed,41301,Medium,31:31.5,6749,,41301,6849,,,31:31.5,,NULL,9476,,,,,,,FALSE,JW89,,,FALSE,NULL,NULL,,NULL,NULL
6850,Deployed,41301,Medium,31:31.5,6750,,41301,6850,,,31:31.5,,NULL,576,,,,,,,FALSE,CARLIN,,,FALSE,NULL,NULL,,NULL,NULL
6851,Deployed,41301,Medium,31:31.5,6751,,41301,6851,,,31:31.5,,NULL,1576,,,,,,,FALSE,PKS,,,FALSE,NULL,NULL,,NULL,NULL
6852,Deployed,41301,Medium,31:31.5,6752,,41301,6852,,,31:31.5,,NULL,2576,,,,,,,FALSE,JDICKIE,,,FALSE,NULL,NULL,,NULL,NULL
6853,Deployed,41301,Medium,31:31.5,6753,,41301,6853,,,31:31.5,,NULL,3576,,,,,,,FALSE,LSHRIVER,,,FALSE,NULL,NULL,,NULL,NULL
6854,Deployed,41301,Medium,31:31.5,6754,,41301,6854,,,31:31.5,,NULL,4576,,,,,,,FALSE,RBIDINOTTO,,,FALSE,NULL,NULL,,NULL,NULL
6855,Deployed,41301,Medium,31:31.5,6755,,41301,6855,,,31:31.5,,NULL,5576,,,,,,,FALSE,ABOIKA,,,FALSE,NULL,NULL,,NULL,NULL
6856,Deployed,41301,Medium,31:31.5,6756,,41301,6856,,,31:31.5,,NULL,6576,,,,,,,FALSE,ZLI,,,FALSE,NULL,NULL,,NULL,NULL
6857,Deployed,41301,Medium,31:31.5,6757,,41301,6857,,,31:31.5,,NULL,7576,,,,,,,FALSE,ECHENG,,,FALSE,NULL,NULL,,NULL,NULL
6858,Deployed,41301,Medium,31:31.5,6758,,41301,6858,,,31:31.5,,NULL,8576,,,,,,,FALSE,AMARTIN,,,FALSE,NULL,NULL,,NULL,NULL
6859,Deployed,41301,Medium,31:31.5,6759,,41301,6859,,,31:31.5,,NULL,9576,,,,,,,FALSE,SP97,,,FALSE,NULL,NULL,,NULL,NULL
6860,Deployed,41301,Medium,31:31.5,6760,,41301,6860,,,31:31.5,,NULL,676,,,,,,,FALSE,SCOYNER,,,FALSE,NULL,NULL,,NULL,NULL
6861,Deployed,41301,Medium,31:31.5,6761,,41301,6861,,,31:31.5,,NULL,1676,,,,,,,FALSE,RM52,,,FALSE,NULL,NULL,,NULL,NULL
6862,Deployed,41301,Medium,31:31.5,6762,,41301,6862,,,31:31.5,,NULL,2676,,,,,,,FALSE,LMC47,,,FALSE,NULL,NULL,,NULL,NULL
6863,Deployed,41301,Medium,31:31.5,6763,,41301,6863,,,31:31.5,,NULL,3676,,,,,,,FALSE,JSANG,,,FALSE,NULL,NULL,,NULL,NULL
6864,Deployed,41301,Medium,31:31.5,6764,,41301,6864,,,31:31.5,,NULL,4676,,,,,,,FALSE,CDIANE,,,FALSE,NULL,NULL,,NULL,NULL
6865,Deployed,41301,Medium,31:31.5,6765,,41301,6865,,,31:31.5,,NULL,5676,,,,,,,FALSE,JPLIVEC,,,FALSE,NULL,NULL,,NULL,NULL
6866,Deployed,41301,Medium,31:31.5,6766,,41301,6866,,,31:31.5,,NULL,6676,,,,,,,FALSE,CB72,,,FALSE,NULL,NULL,,NULL,NULL
6867,Deployed,41301,Medium,31:31.5,6767,,41301,6867,,,31:31.5,,NULL,7676,,,,,,,FALSE,SCHIU,,,FALSE,NULL,NULL,,NULL,NULL
6868,Deployed,41301,Medium,31:31.5,6768,,41301,6868,,,31:31.5,,NULL,8676,,,,,,,FALSE,ANG,,,FALSE,NULL,NULL,,NULL,NULL
6869,Deployed,41301,Medium,31:31.5,6769,,41301,6869,,,31:31.5,,NULL,9676,,,,,,,FALSE,SA37,,,FALSE,NULL,NULL,,NULL,NULL
6870,Deployed,41301,Medium,31:31.5,6770,,41301,6870,,,31:31.5,,NULL,776,,,,,,,FALSE,MALLIK,,,FALSE,NULL,NULL,,NULL,NULL
6871,Deployed,41301,Medium,31:31.5,6771,,41301,6871,,,31:31.5,,NULL,1776,,,,,,,FALSE,ANDRE11,,,FALSE,NULL,NULL,,NULL,NULL
6872,Deployed,41301,Medium,31:31.5,6772,,41301,6872,,,31:31.5,,NULL,2776,,,,,,,FALSE,CO4,,,FALSE,NULL,NULL,,NULL,NULL
6873,Deployed,41301,Medium,31:31.5,6773,,41301,6873,,,31:31.5,,NULL,3776,,,,,,,FALSE,KWEBB,,,FALSE,NULL,NULL,,NULL,NULL
6874,Deployed,41301,Medium,31:31.5,6774,,41301,6874,,,31:31.5,,NULL,4776,,,,,,,FALSE,ACIERTO,,,FALSE,NULL,NULL,,NULL,NULL
6875,Deployed,41301,Medium,31:31.5,6775,,41301,6875,,,31:31.5,,NULL,5776,,,,,,,FALSE,STEIGER,,,FALSE,NULL,NULL,,NULL,NULL
6876,Deployed,41301,Medium,31:31.5,6776,,41301,6876,,,31:31.5,,NULL,6776,,,,,,,FALSE,LKRAFT,,,FALSE,NULL,NULL,,NULL,NULL
6877,Deployed,41301,Medium,31:31.5,6777,,41301,6877,,,31:31.5,,NULL,7776,,,,,,,FALSE,MADUVE,,,FALSE,NULL,NULL,,NULL,NULL
6878,Deployed,41301,Medium,31:31.5,6778,,41301,6878,,,31:31.5,,NULL,8776,,,,,,,FALSE,CW47,,,FALSE,NULL,NULL,,NULL,NULL
6879,Deployed,41301,Medium,31:31.5,6779,,41301,6879,,,31:31.5,,NULL,9776,,,,,,,FALSE,JPC,,,FALSE,NULL,NULL,,NULL,NULL
6880,Deployed,41301,Medium,31:31.5,6780,,41301,6880,,,31:31.5,,NULL,876,,,,,,,FALSE,BALLOU,,,FALSE,NULL,NULL,,NULL,NULL
6881,Deployed,41301,Medium,31:31.5,6781,,41301,6881,,,31:31.5,,NULL,1876,,,,,,,FALSE,WAC1,,,FALSE,NULL,NULL,,NULL,NULL
6882,Deployed,41301,Medium,31:31.5,6782,,41301,6882,,,31:31.5,,NULL,2876,,,,,,,FALSE,PRR4,,,FALSE,NULL,NULL,,NULL,NULL
6883,Deployed,41301,Medium,31:31.5,6783,,41301,6883,,,31:31.5,,NULL,3876,,,,,,,FALSE,LDISTELHORST,,,FALSE,NULL,NULL,,NULL,NULL
6884,Deployed,41301,Medium,31:31.5,6784,,41301,6884,,,31:31.5,,NULL,4876,,,,,,,FALSE,KERRL,,,FALSE,NULL,NULL,,NULL,NULL
6885,Deployed,41301,Medium,31:31.5,6785,,41301,6885,,,31:31.5,,NULL,5876,,,,,,,FALSE,SRAMLO,,,FALSE,NULL,NULL,,NULL,NULL
6886,Deployed,41301,Medium,31:31.5,6786,,41301,6886,,,31:31.5,,NULL,6876,,,,,,,FALSE,SFL,,,FALSE,NULL,NULL,,NULL,NULL
6887,Deployed,41301,Medium,31:31.5,6787,,41301,6887,,,31:31.5,,NULL,7876,,,,,,,FALSE,NJH7,,,FALSE,NULL,NULL,,NULL,NULL
6888,Deployed,41301,Medium,31:31.5,6788,,41301,6888,,,31:31.5,,NULL,8876,,,,,,,FALSE,MRITTEN,,,FALSE,NULL,NULL,,NULL,NULL
6889,Deployed,41301,Medium,31:31.5,6789,,41301,6889,,,31:31.5,,NULL,9876,,,,,,,FALSE,CYDNEY,,,FALSE,NULL,NULL,,NULL,NULL
6890,Deployed,41301,Medium,31:31.5,6790,,41301,6890,,,31:31.5,,NULL,976,,,,,,,FALSE,LIANG,,,FALSE,NULL,NULL,,NULL,NULL
6891,Deployed,41301,Medium,31:31.5,6791,,41301,6891,,,31:31.5,,NULL,1976,,,,,,,FALSE,KCLARK,,,FALSE,NULL,NULL,,NULL,NULL
6892,Deployed,41301,Medium,31:31.5,6792,,41301,6892,,,31:31.5,,NULL,2976,,,,,,,FALSE,SM151,,,FALSE,NULL,NULL,,NULL,NULL
6893,Deployed,41301,Medium,31:31.5,6793,,41301,6893,,,31:31.5,,NULL,3976,,,,,,,FALSE,ECRADDOCK,,,FALSE,NULL,NULL,,NULL,NULL
6894,Deployed,41301,Medium,31:31.5,6794,,41301,6894,,,31:31.5,,NULL,4976,,,,,,,FALSE,JLILLARD,,,FALSE,NULL,NULL,,NULL,NULL
6895,Deployed,41301,Medium,31:31.6,6795,,41301,6895,,,31:31.6,,NULL,5976,,,,,,,FALSE,KANDRAY,,,FALSE,NULL,NULL,,NULL,NULL
6896,Deployed,41301,Medium,31:31.6,6796,,41301,6896,,,31:31.6,,NULL,6976,,,,,,,FALSE,GAS1,,,FALSE,NULL,NULL,,NULL,NULL
6897,Deployed,41301,Medium,31:31.6,6797,,41301,6897,,,31:31.6,,NULL,7976,,,,,,,FALSE,LMR33,,,FALSE,NULL,NULL,,NULL,NULL
6898,Deployed,41301,Medium,31:31.6,6798,,41301,6898,,,31:31.6,,NULL,8976,,,,,,,FALSE,AEM36,,,FALSE,NULL,NULL,,NULL,NULL
6899,Deployed,41301,Medium,31:31.6,6799,,41301,6899,,,31:31.6,,NULL,9976,,,,,,,FALSE,SD53,,,FALSE,NULL,NULL,,NULL,NULL
6900,Deployed,41301,Medium,31:31.6,6800,,41301,6900,,,31:31.6,,NULL,86,,,,,,,FALSE,SCLAUDI,,,FALSE,NULL,NULL,,NULL,NULL
6901,Deployed,41301,Medium,31:31.6,6801,,41301,6901,,,31:31.6,,NULL,1086,,,,,,,FALSE,CSALMON,,,FALSE,NULL,NULL,,NULL,NULL
6902,Deployed,41301,Medium,31:31.6,6802,,41301,6902,,,31:31.6,,NULL,2086,,,,,,,FALSE,CISZEWS,,,FALSE,NULL,NULL,,NULL,NULL
6903,Deployed,41301,Medium,31:31.6,6803,,41301,6903,,,31:31.6,,NULL,3086,,,,,,,FALSE,SVFLEIS,,,FALSE,NULL,NULL,,NULL,NULL
6904,Deployed,41301,Medium,31:31.6,6804,,41301,6904,,,31:31.6,,NULL,4086,,,,,,,FALSE,DR4,,,FALSE,NULL,NULL,,NULL,NULL
6905,Deployed,41301,Medium,31:31.6,6805,,41301,6905,,,31:31.6,,NULL,5086,,,,,,,FALSE,SBIXLER,,,FALSE,NULL,NULL,,NULL,NULL
6906,Deployed,41301,Medium,31:31.6,6806,,41301,6906,,,31:31.6,,NULL,6086,,,,,,,FALSE,MBW1,,,FALSE,NULL,NULL,,NULL,NULL
6907,Deployed,41301,Medium,31:31.6,6807,,41301,6907,,,31:31.6,,NULL,7086,,,,,,,FALSE,MEHLBER,,,FALSE,NULL,NULL,,NULL,NULL
6908,Deployed,41301,Medium,31:31.6,6808,,41301,6908,,,31:31.6,,NULL,8086,,,,,,,FALSE,GJONES,,,FALSE,NULL,NULL,,NULL,NULL
6909,Deployed,41301,Medium,31:31.6,6809,,41301,6909,,,31:31.6,,NULL,9086,,,,,,,FALSE,MARK52,,,FALSE,NULL,NULL,,NULL,NULL
6910,Deployed,41301,Medium,31:31.6,6810,,41301,6910,,,31:31.6,,NULL,186,,,,,,,FALSE,AHARPER,,,FALSE,NULL,NULL,,NULL,NULL
6911,Deployed,41301,Medium,31:31.6,6811,,41301,6911,,,31:31.6,,NULL,1186,,,,,,,FALSE,LAHART,,,FALSE,NULL,NULL,,NULL,NULL
6912,Deployed,41301,Medium,31:31.6,6812,,41301,6912,,,31:31.6,,NULL,2186,,,,,,,FALSE,BLS48,,,FALSE,NULL,NULL,,NULL,NULL
6913,Deployed,41301,Medium,31:31.6,6813,,41301,6913,,,31:31.6,,NULL,3186,,,,,,,FALSE,SPOPE,,,FALSE,NULL,NULL,,NULL,NULL
6914,Deployed,41301,Medium,31:31.6,6814,,41301,6914,,,31:31.6,,NULL,4186,,,,,,,FALSE,ANGELA7,,,FALSE,NULL,NULL,,NULL,NULL
6915,Deployed,41301,Medium,31:31.6,6815,,41301,6915,,,31:31.6,,NULL,5186,,,,,,,FALSE,SDU,,,FALSE,NULL,NULL,,NULL,NULL
6916,Deployed,41301,Medium,31:31.6,6816,,41301,6916,,,31:31.6,,NULL,6186,,,,,,,FALSE,JAMAL,,,FALSE,NULL,NULL,,NULL,NULL
6917,Deployed,41301,Medium,31:31.6,6817,,41301,6917,,,31:31.6,,NULL,7186,,,,,,,FALSE,GILPATR,,,FALSE,NULL,NULL,,NULL,NULL
6918,Deployed,41301,Medium,31:31.6,6818,,41301,6918,,,31:31.6,,NULL,8186,,,,,,,FALSE,ZARREEN,,,FALSE,NULL,NULL,,NULL,NULL
6919,Deployed,41301,Medium,31:31.6,6819,,41301,6919,,,31:31.6,,NULL,9186,,,,,,,FALSE,JSK3,,,FALSE,NULL,NULL,,NULL,NULL
6920,Deployed,41301,Medium,31:31.6,6820,,41301,6920,,,31:31.6,,NULL,286,,,,,,,FALSE,TSTITZ,,,FALSE,NULL,NULL,,NULL,NULL
6921,Deployed,41301,Medium,31:31.6,6821,,41301,6921,,,31:31.6,,NULL,1286,,,,,,,FALSE,TOSKO,,,FALSE,NULL,NULL,,NULL,NULL
6922,Deployed,41301,Medium,31:31.6,6822,,41301,6922,,,31:31.6,,NULL,2286,,,,,,,FALSE,MMONACO,,,FALSE,NULL,NULL,,NULL,NULL
6923,Deployed,41301,Medium,31:31.6,6823,,41301,6923,,,31:31.6,,NULL,3286,,,,,,,FALSE,BJE,,,FALSE,NULL,NULL,,NULL,NULL
6924,Deployed,41301,Medium,31:31.6,6824,,41301,6924,,,31:31.6,,NULL,4286,,,,,,,FALSE,KEPPLER,,,FALSE,NULL,NULL,,NULL,NULL
6925,Deployed,41301,Medium,31:31.6,6825,,41301,6925,,,31:31.6,,NULL,5286,,,,,,,FALSE,SKENNEDY,,,FALSE,NULL,NULL,,NULL,NULL
6926,Deployed,41301,Medium,31:31.6,6826,,41301,6926,,,31:31.6,,NULL,6286,,,,,,,FALSE,SLG,,,FALSE,NULL,NULL,,NULL,NULL
6927,Deployed,41301,Medium,31:31.6,6827,,41301,6927,,,31:31.6,,NULL,7286,,,,,,,FALSE,MWH24,,,FALSE,NULL,NULL,,NULL,NULL
6928,Deployed,41301,Medium,31:31.6,6828,,41301,6928,,,31:31.6,,NULL,8286,,,,,,,FALSE,KFELDT,,,FALSE,NULL,NULL,,NULL,NULL
6929,Deployed,41301,Medium,31:31.6,6829,,41301,6929,,,31:31.6,,NULL,9286,,,,,,,FALSE,10-Mar,,,FALSE,NULL,NULL,,NULL,NULL
6930,Deployed,41301,Medium,31:31.6,6830,,41301,6930,,,31:31.6,,NULL,386,,,,,,,FALSE,LINDA,,,FALSE,NULL,NULL,,NULL,NULL
6931,Deployed,41301,Medium,31:31.6,6831,,41301,6931,,,31:31.6,,NULL,1386,,,,,,,FALSE,SMA192,,,FALSE,NULL,NULL,,NULL,NULL
6932,Deployed,41301,Medium,31:31.6,6832,,41301,6932,,,31:31.6,,NULL,2386,,,,,,,FALSE,AWB,,,FALSE,NULL,NULL,,NULL,NULL
6933,Deployed,41301,Medium,31:31.6,6833,,41301,6933,,,31:31.6,,NULL,3386,,,,,,,FALSE,AWEINSTEIN,,,FALSE,NULL,NULL,,NULL,NULL
6934,Deployed,41301,Medium,31:33.5,6834,,41301,6934,,,31:33.5,,NULL,4386,,,,,,,FALSE,MYERS,,,FALSE,NULL,NULL,,NULL,NULL
6935,Deployed,41301,Medium,31:33.5,6835,,41301,6935,,,31:33.5,,NULL,5386,,,,,,,FALSE,RGEHANI,,,FALSE,NULL,NULL,,NULL,NULL
6936,Deployed,41301,Medium,31:33.5,6836,,41301,6936,,,31:33.5,,NULL,6386,,,,,,,FALSE,JFOX1,,,FALSE,NULL,NULL,,NULL,NULL
6937,Deployed,41301,Medium,31:33.5,6837,,41301,6937,,,31:33.5,,NULL,7386,,,,,,,FALSE,MJB57,,,FALSE,NULL,NULL,,NULL,NULL
6938,Deployed,41301,Medium,31:33.5,6838,,41301,6938,,,31:33.5,,NULL,8386,,,,,,,FALSE,JDM155,,,FALSE,NULL,NULL,,NULL,NULL
6939,Deployed,41301,Medium,31:33.5,6839,,41301,6939,,,31:33.5,,NULL,9386,,,,,,,FALSE,KEB86,,,FALSE,NULL,NULL,,NULL,NULL
6940,Deployed,41301,Medium,31:33.5,6840,,41301,6940,,,31:33.5,,NULL,486,,,,,,,FALSE,RAMCHAR,,,FALSE,NULL,NULL,,NULL,NULL
6941,Deployed,41301,Medium,31:33.5,6841,,41301,6941,,,31:33.5,,NULL,1486,,,,,,,FALSE,THOMSON1,,,FALSE,NULL,NULL,,NULL,NULL
6942,Deployed,41301,Medium,31:33.5,6842,,41301,6942,,,31:33.5,,NULL,2486,,,,,,,FALSE,YM2,,,FALSE,NULL,NULL,,NULL,NULL
6943,Deployed,41301,Medium,31:33.5,6843,,41301,6943,,,31:33.5,,NULL,3486,,,,,,,FALSE,BEUK,,,FALSE,NULL,NULL,,NULL,NULL
6944,Deployed,41301,Medium,31:33.5,6844,,41301,6944,,,31:33.5,,NULL,4486,,,,,,,FALSE,SCB3,,,FALSE,NULL,NULL,,NULL,NULL
6945,Deployed,41301,Medium,31:33.5,6845,,41301,6945,,,31:33.5,,NULL,5486,,,,,,,FALSE,LHOUSER,,,FALSE,NULL,NULL,,NULL,NULL
6946,Deployed,41301,Medium,31:33.5,6846,,41301,6946,,,31:33.5,,NULL,6486,,,,,,,FALSE,HAUSKNE,,,FALSE,NULL,NULL,,NULL,NULL
6947,Deployed,41301,Medium,31:33.5,6847,,41301,6947,,,31:33.5,,NULL,7486,,,,,,,FALSE,AKS33,,,FALSE,NULL,NULL,,NULL,NULL
6948,Deployed,41301,Medium,31:33.5,6848,,41301,6948,,,31:33.5,,NULL,8486,,,,,,,FALSE,DPAYNE,,,FALSE,NULL,NULL,,NULL,NULL
6949,Deployed,41301,Medium,31:33.5,6849,,41301,6949,,,31:33.5,,NULL,9486,,,,,,,FALSE,MMYERS,,,FALSE,NULL,NULL,,NULL,NULL
6950,Deployed,41301,Medium,31:33.5,6850,,41301,6950,,,31:33.5,,NULL,586,,,,,,,FALSE,JEM,,,FALSE,NULL,NULL,,NULL,NULL
6951,Deployed,41301,Medium,31:33.5,6851,,41301,6951,,,31:33.5,,NULL,1586,,,,,,,FALSE,DEGREGO,,,FALSE,NULL,NULL,,NULL,NULL
6952,Deployed,41301,Medium,31:33.5,6852,,41301,6952,,,31:33.5,,NULL,2586,,,,,,,FALSE,SBS,,,FALSE,NULL,NULL,,NULL,NULL
6953,Deployed,41301,Medium,31:33.5,6853,,41301,6953,,,31:33.5,,NULL,3586,,,,,,,FALSE,SCHINCHANA,,,FALSE,NULL,NULL,,NULL,NULL
6954,Deployed,41301,Medium,31:33.5,6854,,41301,6954,,,31:33.5,,NULL,4586,,,,,,,FALSE,DMUKHER,,,FALSE,NULL,NULL,,NULL,NULL
6955,Deployed,41301,Medium,31:33.5,6855,,41301,6955,,,31:33.5,,NULL,5586,,,,,,,FALSE,BMULHOLLAND,,,FALSE,NULL,NULL,,NULL,NULL
6956,Deployed,41301,Medium,31:33.5,6856,,41301,6956,,,31:33.5,,NULL,6586,,,,,,,FALSE,LW37,,,FALSE,NULL,NULL,,NULL,NULL
6957,Deployed,41301,Medium,31:33.5,6857,,41301,6957,,,31:33.5,,NULL,7586,,,,,,,FALSE,ONITA,,,FALSE,NULL,NULL,,NULL,NULL
6958,Deployed,41301,Medium,31:33.5,6858,,41301,6958,,,31:33.5,,NULL,8586,,,,,,,FALSE,NELSON2,,,FALSE,NULL,NULL,,NULL,NULL
6959,Deployed,41301,Medium,31:33.5,6859,,41301,6959,,,31:33.5,,NULL,9586,,,,,,,FALSE,SGHOSH1,,,FALSE,NULL,NULL,,NULL,NULL
6960,Deployed,41301,Medium,31:33.5,6860,,41301,6960,,,31:33.5,,NULL,686,,,,,,,FALSE,WLITT,,,FALSE,NULL,NULL,,NULL,NULL
6961,Deployed,41301,Medium,31:33.5,6861,,41301,6961,,,31:33.5,,NULL,1686,,,,,,,FALSE,TNEURURER,,,FALSE,NULL,NULL,,NULL,NULL
6962,Deployed,41301,Medium,31:33.5,6862,,41301,6962,,,31:33.5,,NULL,2686,,,,,,,FALSE,JOHNGOO,,,FALSE,NULL,NULL,,NULL,NULL
6963,Deployed,41301,Medium,31:33.5,6863,,41301,6963,,,31:33.5,,NULL,3686,,,,,,,FALSE,MMW20,,,FALSE,NULL,NULL,,NULL,NULL
6964,Deployed,41301,Medium,31:33.5,6864,,41301,6964,,,31:33.5,,NULL,4686,,,,,,,FALSE,JBB14,,,FALSE,NULL,NULL,,NULL,NULL
6965,Deployed,41301,Medium,31:33.5,6865,,41301,6965,,,31:33.5,,NULL,5686,,,,,,,FALSE,CHEH,,,FALSE,NULL,NULL,,NULL,NULL
6966,Deployed,41301,Medium,31:33.5,6866,,41301,6966,,,31:33.5,,NULL,6686,,,,,,,FALSE,DRUVOLO,,,FALSE,NULL,NULL,,NULL,NULL
6967,Deployed,41301,Medium,31:33.6,6867,,41301,6967,,,31:33.6,,NULL,7686,,,,,,,FALSE,DNAROTZKI,,,FALSE,NULL,NULL,,NULL,NULL
6968,Deployed,41301,Medium,31:35.5,6868,,41301,6968,,,31:35.5,,NULL,8686,,,,,,,FALSE,NAOMI1,,,FALSE,NULL,NULL,,NULL,NULL
6969,Deployed,41301,Medium,31:35.5,6869,,41301,6969,,,31:35.5,,NULL,9686,,,,,,,FALSE,MMCCOSKEY,,,FALSE,NULL,NULL,,NULL,NULL
6970,Deployed,41301,Medium,31:35.5,6870,,41301,6970,,,31:35.5,,NULL,786,,,,,,,FALSE,AC10,,,FALSE,NULL,NULL,,NULL,NULL
6971,Deployed,41301,Medium,31:35.5,6871,,41301,6971,,,31:35.5,,NULL,1786,,,,,,,FALSE,ECONRAD,,,FALSE,NULL,NULL,,NULL,NULL
6972,Deployed,41301,Medium,31:35.5,6872,,41301,6972,,,31:35.5,,NULL,2786,,,,,,,FALSE,SHINCHLIFFE,,,FALSE,NULL,NULL,,NULL,NULL
6973,Deployed,41301,Medium,31:35.5,6873,,41301,6973,,,31:35.5,,NULL,3786,,,,,,,FALSE,ASH,,,FALSE,NULL,NULL,,NULL,NULL
6974,Deployed,41301,Medium,31:35.5,6874,,41301,6974,,,31:35.5,,NULL,4786,,,,,,,FALSE,ADEY,,,FALSE,NULL,NULL,,NULL,NULL
6975,Deployed,41301,Medium,31:35.5,6875,,41301,6975,,,31:35.5,,NULL,5786,,,,,,,FALSE,WEIGOLD,,,FALSE,NULL,NULL,,NULL,NULL
6976,Deployed,41301,Medium,31:35.5,6876,,41301,6976,,,31:35.5,,NULL,6786,,,,,,,FALSE,KKVARAN,,,FALSE,NULL,NULL,,NULL,NULL
6977,Deployed,41301,Medium,31:35.5,6877,,41301,6977,,,31:35.5,,NULL,7786,,,,,,,FALSE,LGAO,,,FALSE,NULL,NULL,,NULL,NULL
6978,Deployed,41301,Medium,31:35.5,6878,,41301,6978,,,31:35.5,,NULL,8786,,,,,,,FALSE,JYE1,,,FALSE,NULL,NULL,,NULL,NULL
6979,Deployed,41301,Medium,31:35.5,6879,,41301,6979,,,31:35.5,,NULL,9786,,,,,,,FALSE,SD85,,,FALSE,NULL,NULL,,NULL,NULL
6980,Deployed,41301,Medium,31:35.5,6880,,41301,6980,,,31:35.5,,NULL,886,,,,,,,FALSE,RLE,,,FALSE,NULL,NULL,,NULL,NULL
6981,Deployed,41301,Medium,31:35.5,6881,,41301,6981,,,31:35.5,,NULL,1886,,,,,,,FALSE,QUEENER,,,FALSE,NULL,NULL,,NULL,NULL
6982,Deployed,41301,Medium,31:35.5,6882,,41301,6982,,,31:35.5,,NULL,2886,,,,,,,FALSE,DEB,,,FALSE,NULL,NULL,,NULL,NULL
6983,Deployed,41301,Medium,31:35.5,6883,,41301,6983,,,31:35.5,,NULL,3886,,,,,,,FALSE,IKIM1,,,FALSE,NULL,NULL,,NULL,NULL
6984,Deployed,41301,Medium,31:35.6,6884,,41301,6984,,,31:35.6,,NULL,4886,,,,,,,FALSE,CWAEHLE,,,FALSE,NULL,NULL,,NULL,NULL
6985,Deployed,41301,Medium,31:35.6,6885,,41301,6985,,,31:35.6,,NULL,5886,,,,,,,FALSE,POND,,,FALSE,NULL,NULL,,NULL,NULL
6986,Deployed,41301,Medium,31:35.6,6886,,41301,6986,,,31:35.6,,NULL,6886,,,,,,,FALSE,DG36,,,FALSE,NULL,NULL,,NULL,NULL
6987,Deployed,41301,Medium,31:35.6,6887,,41301,6987,,,31:35.6,,NULL,7886,,,,,,,FALSE,CF,,,FALSE,NULL,NULL,,NULL,NULL
6988,Deployed,41301,Medium,31:35.6,6888,,41301,6988,,,31:35.6,,NULL,8886,,,,,,,FALSE,MIYOSHI,,,FALSE,NULL,NULL,,NULL,NULL
6989,Deployed,41301,Medium,31:35.6,6889,,41301,6989,,,31:35.6,,NULL,9886,,,,,,,FALSE,SLSPEIG,,,FALSE,NULL,NULL,,NULL,NULL
6990,Deployed,41301,Medium,31:35.6,6890,,41301,6990,,,31:35.6,,NULL,986,,,,,,,FALSE,EWELTON,,,FALSE,NULL,NULL,,NULL,NULL
